empty_cells,filled_cells,fill_ratio,empty_per_row_mean,empty_per_row_std,empty_per_row_min,empty_per_row_max,empty_per_col_mean,empty_per_col_std,empty_per_col_min,empty_per_col_max,empty_per_box_mean,empty_per_box_std,empty_per_box_min,empty_per_box_max,isolated_cells,givens_variance,digit_entropy,difficulty
48,33,0.4074074074074074,5.333333333333333,1.247219128924647,3,7,5.333333333333333,1.699673171197595,3,8,5.333333333333333,2.160246899469287,3,9,26,4.666666666666667,3.1427308617171366,medium
42,39,0.48148148148148145,4.666666666666667,1.247219128924647,3,7,4.666666666666667,2.211083193570267,2,8,4.666666666666667,1.9436506316151,3,9,18,3.7777777777777777,3.0905350045935966,medium
43,38,0.4691358024691358,4.777777777777778,1.314684396244359,3,7,4.777777777777778,1.4740554623801778,2,7,4.777777777777778,1.314684396244359,2,7,12,1.7283950617283952,3.1095490669651284,medium
31,50,0.6172839506172839,3.4444444444444446,1.1653431646335017,1,5,3.4444444444444446,0.9558139185602919,2,5,3.4444444444444446,1.8324913891634047,1,6,0,3.3580246913580245,3.133857072047374,easy
59,22,0.2716049382716049,6.555555555555555,1.2570787221094177,5,9,6.555555555555555,1.2570787221094177,4,8,6.555555555555555,1.1653431646335017,4,8,54,1.3580246913580245,3.0271691184406184,hard
31,50,0.6172839506172839,3.4444444444444446,1.4229164972072998,1,5,3.4444444444444446,0.9558139185602919,2,5,3.4444444444444446,1.4989708403591155,2,7,0,2.2469135802469133,3.120756631406302,easy
59,22,0.2716049382716049,6.555555555555555,1.4229164972072998,4,8,6.555555555555555,1.3425606637327303,4,8,6.555555555555555,1.4229164972072998,4,9,54,2.0246913580246915,2.988316710610012,hard
48,33,0.4074074074074074,5.333333333333333,2.211083193570267,2,9,5.333333333333333,1.1547005383792515,4,7,5.333333333333333,2.0548046676563256,1,9,28,4.222222222222222,3.0200580625600435,medium
45,36,0.4444444444444444,5.0,1.4142135623730951,2,7,5.0,1.3333333333333333,3,7,5.0,1.699673171197595,2,7,15,2.888888888888889,3.0521796970665482,medium
45,36,0.4444444444444444,5.0,1.1547005383792515,3,7,5.0,1.247219128924647,3,7,5.0,1.247219128924647,4,8,15,1.5555555555555556,3.003531088052296,medium
50,31,0.38271604938271603,5.555555555555555,1.4229164972072998,3,8,5.555555555555555,1.0657403385139377,4,8,5.555555555555555,1.0657403385139377,4,8,27,1.1358024691358024,2.8755330233627703,medium
45,36,0.4444444444444444,5.0,1.3333333333333333,2,7,5.0,1.5634719199411433,2,8,5.0,1.5634719199411433,3,8,15,2.4444444444444446,3.092955558854341,medium
38,43,0.5308641975308642,4.222222222222222,1.547598697464902,1,6,4.222222222222222,0.7856742013183862,3,6,4.222222222222222,1.0304020550550783,3,6,2,1.0617283950617284,3.112684674344795,easy
35,46,0.5679012345679012,3.888888888888889,1.0999438818457405,2,6,3.888888888888889,0.7370277311900889,3,5,3.888888888888889,1.594744454934147,1,6,0,2.5432098765432096,3.1431281324403275,easy
57,24,0.2962962962962963,6.333333333333333,1.4907119849998596,3,8,6.333333333333333,1.247219128924647,4,8,6.333333333333333,1.1547005383792515,5,8,47,1.333333333333333,3.0535088547976783,hard
61,20,0.24691358024691357,6.777777777777778,0.7856742013183862,6,8,6.777777777777778,0.9162456945817024,5,8,6.777777777777778,1.1331154474650633,5,9,60,1.2839506172839508,2.984183719779189,hard
33,48,0.5925925925925926,3.6666666666666665,1.1547005383792515,2,6,3.6666666666666665,0.9428090415820634,2,5,3.6666666666666665,1.247219128924647,1,5,0,1.5555555555555554,3.1131874400108606,easy
37,44,0.5432098765432098,4.111111111111111,0.9938079899999066,2,5,4.111111111111111,1.0999438818457405,2,6,4.111111111111111,1.9116278371205837,2,7,0,3.654320987654321,3.1386785745815082,easy
61,20,0.24691358024691357,6.777777777777778,1.7497795275581802,4,9,6.777777777777778,0.9162456945817024,5,8,6.777777777777778,1.1331154474650633,5,9,56,1.2839506172839508,2.6037016960573487,hard
64,17,0.20987654320987653,7.111111111111111,1.0999438818457405,5,9,7.111111111111111,1.5234788000891208,4,9,7.111111111111111,1.1967032904743342,5,9,62,1.432098765432099,3.0574760762899316,hard
59,22,0.2716049382716049,6.555555555555555,1.5713484026367723,4,9,6.555555555555555,1.4989708403591155,4,9,6.555555555555555,1.5713484026367723,4,9,51,2.4691358024691357,2.8110378683422788,hard
55,26,0.32098765432098764,6.111111111111111,1.5234788000891208,4,8,6.111111111111111,1.0999438818457405,4,8,6.111111111111111,1.286204100310025,4,8,39,1.654320987654321,2.99894621977465,hard
31,50,0.6172839506172839,3.4444444444444446,1.0657403385139377,2,5,3.4444444444444446,1.7069212773041351,1,7,3.4444444444444446,1.640535895581489,1,6,2,2.691358024691358,3.1386885704510976,easy
48,33,0.4074074074074074,5.333333333333333,1.632993161855452,2,7,5.333333333333333,1.563471919941143,3,7,5.333333333333333,1.4907119849998598,3,8,24,2.2222222222222223,2.9875970593303562,medium
34,47,0.5802469135802469,3.7777777777777777,1.227262335243029,1,5,3.7777777777777777,0.9162456945817024,2,5,3.7777777777777777,1.4740554623801778,1,6,0,2.17283950617284,3.0906215671494595,easy
49,32,0.3950617283950617,5.444444444444445,1.640535895581489,3,8,5.444444444444445,0.8314794192830981,4,7,5.444444444444445,1.4989708403591155,3,8,23,2.2469135802469133,3.063307235905091,medium
37,44,0.5432098765432098,4.111111111111111,1.1967032904743342,2,6,4.111111111111111,1.6629588385661962,2,8,4.111111111111111,1.6629588385661962,1,6,5,2.765432098765432,3.11449362114335,easy
44,37,0.4567901234567901,4.888888888888889,0.9938079899999066,4,7,4.888888888888889,0.9938079899999066,4,7,4.888888888888889,1.1967032904743342,3,6,8,1.432098765432099,3.1152927317001926,medium
30,51,0.6296296296296297,3.3333333333333335,1.632993161855452,0,6,3.3333333333333335,1.247219128924647,2,6,3.3333333333333335,1.0540925533894598,1,5,1,1.1111111111111112,3.1047447654901035,easy
50,31,0.38271604938271603,5.555555555555555,1.1653431646335017,3,7,5.555555555555555,1.1653431646335017,3,7,5.555555555555555,0.8314794192830981,4,7,28,0.691358024691358,3.0471183917170768,medium
63,18,0.2222222222222222,7.0,0.9428090415820634,6,9,7.0,0.4714045207910317,6,8,7.0,0.816496580927726,6,8,63,0.6666666666666666,2.8910611120726526,hard
30,51,0.6296296296296297,3.3333333333333335,1.763834207376394,1,5,3.3333333333333335,1.1547005383792515,1,5,3.3333333333333335,1.3333333333333333,1,6,0,1.7777777777777777,3.135168667142914,easy
43,38,0.4691358024691358,4.777777777777778,1.9309052441091963,3,9,4.777777777777778,1.227262335243029,3,6,4.777777777777778,1.1331154474650633,2,6,13,1.2839506172839508,3.0826465940358507,medium
36,45,0.5555555555555556,4.0,1.632993161855452,2,7,4.0,1.3333333333333333,2,7,4.0,1.4142135623730951,1,6,4,2.0,3.1241789309078007,easy
33,48,0.5925925925925926,3.6666666666666665,1.0540925533894598,2,5,3.6666666666666665,1.5634719199411433,1,6,3.6666666666666665,0.816496580927726,2,5,0,0.6666666666666665,3.0348297516260163,easy
36,45,0.5555555555555556,4.0,1.1547005383792515,2,6,4.0,1.0540925533894598,3,6,4.0,1.0540925533894598,2,5,1,1.1111111111111112,3.118810599348109,easy
33,48,0.5925925925925926,3.6666666666666665,1.5634719199411433,2,6,3.6666666666666665,1.1547005383792515,2,6,3.6666666666666665,0.6666666666666666,3,5,2,0.4444444444444444,3.136175003505865,easy
50,31,0.38271604938271603,5.555555555555555,2.1140330656044943,3,9,5.555555555555555,0.8314794192830981,4,7,5.555555555555555,2.0608041101101566,2,9,27,4.246913580246914,3.11568926330007,medium
47,34,0.41975308641975306,5.222222222222222,1.8121673811444545,2,8,5.222222222222222,0.7856742013183862,4,6,5.222222222222222,0.6285393610547089,4,6,22,0.3950617283950617,3.0948567835487384,medium
43,38,0.4691358024691358,4.777777777777778,0.9162456945817024,3,6,4.777777777777778,1.1331154474650633,3,6,4.777777777777778,1.617802197617893,3,8,7,2.617283950617284,3.090291174442517,medium
50,31,0.38271604938271603,5.555555555555555,1.4989708403591155,4,9,5.555555555555555,1.7069212773041351,3,7,5.555555555555555,1.892154040658489,3,9,35,3.580246913580247,3.087283311002126,medium
50,31,0.38271604938271603,5.555555555555555,0.9558139185602919,4,7,5.555555555555555,1.1653431646335017,4,7,5.555555555555555,1.2570787221094177,3,7,25,1.5802469135802468,2.9662720231146062,medium
52,29,0.35802469135802467,5.777777777777778,1.227262335243029,3,7,5.777777777777778,0.9162456945817024,4,7,5.777777777777778,1.314684396244359,3,7,35,1.7283950617283952,3.0171507197739804,medium
50,31,0.38271604938271603,5.555555555555555,1.0657403385139377,4,7,5.555555555555555,1.4989708403591155,2,8,5.555555555555555,1.1653431646335017,4,7,31,1.3580246913580245,3.034009618924603,medium
62,19,0.2345679012345679,6.888888888888889,1.0999438818457405,5,9,6.888888888888889,1.1967032904743342,4,8,6.888888888888889,1.6629588385661962,3,9,60,2.765432098765432,3.036372249830224,hard
32,49,0.6049382716049383,3.5555555555555554,1.2570787221094177,1,5,3.5555555555555554,0.9558139185602919,2,5,3.5555555555555554,1.5713484026367723,1,7,0,2.4691358024691357,3.1471615702257267,easy
34,47,0.5802469135802469,3.7777777777777777,1.314684396244359,2,6,3.7777777777777777,0.7856742013183862,3,5,3.7777777777777777,1.4740554623801778,2,6,0,2.17283950617284,3.1366810785618116,easy
32,49,0.6049382716049383,3.5555555555555554,0.6849348892187751,2,4,3.5555555555555554,1.2570787221094177,2,6,3.5555555555555554,0.6849348892187751,3,5,0,0.4691358024691357,3.127152386728867,easy
41,40,0.49382716049382713,4.555555555555555,1.2570787221094177,3,7,4.555555555555555,1.4989708403591155,3,7,4.555555555555555,0.8314794192830981,3,6,10,0.691358024691358,3.142737648613667,medium
45,36,0.4444444444444444,5.0,1.1547005383792515,3,7,5.0,0.6666666666666666,4,6,5.0,1.1547005383792515,4,7,9,1.3333333333333333,2.9744927114518296,medium
45,36,0.4444444444444444,5.0,1.3333333333333333,3,8,5.0,2.0548046676563256,2,7,5.0,1.247219128924647,3,7,22,1.5555555555555556,3.1158045319402516,medium
43,38,0.4691358024691358,4.777777777777778,1.227262335243029,3,7,4.777777777777778,0.9162456945817024,4,7,4.777777777777778,1.0304020550550783,3,6,5,1.0617283950617284,3.0204221735990013,medium
34,47,0.5802469135802469,3.7777777777777777,1.4740554623801778,2,6,3.7777777777777777,1.1331154474650633,2,5,3.7777777777777777,0.9162456945817024,2,5,0,0.8395061728395061,3.0957030768840865,easy
48,33,0.4074074074074074,5.333333333333333,1.0540925533894596,3,7,5.333333333333333,1.1547005383792515,4,7,5.333333333333333,1.4142135623730951,4,8,22,2.0,3.048203119936417,medium
42,39,0.48148148148148145,4.666666666666667,1.4907119849998598,3,7,4.666666666666667,1.1547005383792515,3,7,4.666666666666667,1.4907119849998598,2,7,8,2.2222222222222223,3.1124517474724005,medium
36,45,0.5555555555555556,4.0,0.816496580927726,3,6,4.0,1.1547005383792515,2,6,4.0,0.816496580927726,3,5,1,0.6666666666666666,3.0824667766058926,easy
40,41,0.5061728395061729,4.444444444444445,1.0657403385139377,3,6,4.444444444444445,1.7708197167232473,2,7,4.444444444444445,1.4229164972072998,2,7,9,2.0246913580246915,3.1293020915378094,easy
49,32,0.3950617283950617,5.444444444444445,0.6849348892187751,5,7,5.444444444444445,1.1653431646335017,4,7,5.444444444444445,2.0608041101101566,2,9,22,4.246913580246914,3.0519157366363325,medium
40,41,0.5061728395061729,4.444444444444445,1.7069212773041351,2,7,4.444444444444445,1.3425606637327303,3,7,4.444444444444445,1.2570787221094177,3,7,9,1.5802469135802468,3.1323009465723,easy
45,36,0.4444444444444444,5.0,1.247219128924647,3,7,5.0,1.247219128924647,3,7,5.0,0.816496580927726,4,6,13,0.6666666666666666,3.1259303090680373,medium
35,46,0.5679012345679012,3.888888888888889,1.6629588385661962,1,6,3.888888888888889,0.9938079899999066,3,6,3.888888888888889,1.5234788000891208,1,6,1,2.3209876543209877,3.143128132440327,easy
42,39,0.48148148148148145,4.666666666666667,1.3333333333333333,3,7,4.666666666666667,1.4142135623730951,2,6,4.666666666666667,1.4142135623730951,3,7,10,2.0,3.1060761045111978,medium
34,47,0.5802469135802469,3.7777777777777777,1.4740554623801778,1,6,3.7777777777777777,1.6850834320114558,1,7,3.7777777777777777,1.547598697464902,1,6,3,2.3950617283950617,3.108807800602084,easy
63,18,0.2222222222222222,7.0,1.0540925533894598,5,9,7.0,1.4142135623730951,5,9,7.0,1.4907119849998598,4,9,62,2.2222222222222223,3.086048612313038,hard
56,25,0.30864197530864196,6.222222222222222,1.1331154474650633,4,8,6.222222222222222,1.227262335243029,4,8,6.222222222222222,1.227262335243029,4,8,46,1.506172839506173,3.013660689688186,hard
46,35,0.43209876543209874,5.111111111111111,0.9938079899999066,3,6,5.111111111111111,1.7916128329552332,1,7,5.111111111111111,1.4487116456005886,3,8,23,2.0987654320987654,3.100891060953796,medium
61,20,0.24691358024691357,6.777777777777778,0.9162456945817024,5,8,6.777777777777778,1.0304020550550783,5,8,6.777777777777778,0.6285393610547089,6,8,59,0.3950617283950617,2.4841837197791885,hard
48,33,0.4074074074074074,5.333333333333333,1.632993161855452,2,8,5.333333333333333,1.7638342073763935,3,9,5.333333333333333,1.3333333333333333,3,8,24,1.7777777777777781,3.1007891045882228,medium
49,32,0.3950617283950617,5.444444444444445,0.8314794192830981,4,6,5.444444444444445,1.5713484026367723,3,8,5.444444444444445,1.2570787221094177,4,7,23,1.5802469135802468,3.0230898459737485,medium
55,26,0.32098765432098764,6.111111111111111,1.3698697784375504,3,8,6.111111111111111,1.0999438818457405,5,8,6.111111111111111,1.3698697784375502,3,8,45,1.8765432098765433,3.0420006612655635,hard
42,39,0.48148148148148145,4.666666666666667,1.1547005383792515,3,6,4.666666666666667,1.247219128924647,2,6,4.666666666666667,1.247219128924647,2,6,6,1.5555555555555556,3.0809363611433485,medium
31,50,0.6172839506172839,3.4444444444444446,1.4989708403591155,1,6,3.4444444444444446,2.0608041101101566,1,8,3.4444444444444446,2.0608041101101566,0,6,4,4.246913580246914,3.137993193957784,easy
34,47,0.5802469135802469,3.7777777777777777,1.227262335243029,2,6,3.7777777777777777,1.314684396244359,2,6,3.7777777777777777,1.617802197617893,1,6,0,2.6172839506172836,3.136681078561811,easy
62,19,0.2345679012345679,6.888888888888889,0.8748897637790901,5,8,6.888888888888889,1.9688939051854832,2,9,6.888888888888889,1.286204100310025,4,9,58,1.6543209876543206,2.7550576199383077,hard
45,36,0.4444444444444444,5.0,1.8856180831641267,2,8,5.0,1.4142135623730951,2,7,5.0,1.8856180831641267,3,9,21,3.5555555555555554,3.0839921145034,medium
34,47,0.5802469135802469,3.7777777777777777,1.3966450099973928,2,6,3.7777777777777777,1.314684396244359,1,6,3.7777777777777777,1.0304020550550783,2,5,1,1.0617283950617284,3.0854816752306053,easy
36,45,0.5555555555555556,4.0,1.8257418583505538,2,7,4.0,0.816496580927726,2,5,4.0,1.4142135623730951,2,6,2,2.0,3.1424581093765296,easy
58,23,0.2839506172839506,6.444444444444445,1.4229164972072998,3,8,6.444444444444445,1.1653431646335017,5,9,6.444444444444445,1.5713484026367723,4,9,55,2.4691358024691357,3.087929346985105,hard
39,42,0.5185185185185185,4.333333333333333,1.3333333333333333,3,7,4.333333333333333,1.247219128924647,3,7,4.333333333333333,1.247219128924647,3,7,4,1.5555555555555554,3.0971614028119197,easy
35,46,0.5679012345679012,3.888888888888889,1.5234788000891208,2,6,3.888888888888889,1.6629588385661962,2,7,3.888888888888889,1.286204100310025,3,7,3,1.6543209876543206,3.1254561978249593,easy
55,26,0.32098765432098764,6.111111111111111,1.5234788000891208,4,9,6.111111111111111,0.3142696805273545,6,7,6.111111111111111,1.4487116456005886,4,8,38,2.0987654320987654,2.987773371487984,hard
55,26,0.32098765432098764,6.111111111111111,1.6629588385661962,3,8,6.111111111111111,1.4487116456005886,4,9,6.111111111111111,1.6629588385661962,3,8,46,2.765432098765432,3.0420006612655635,hard
36,45,0.5555555555555556,4.0,0.816496580927726,3,5,4.0,1.4142135623730951,1,6,4.0,1.0540925533894598,2,5,0,1.1111111111111112,3.0852600436963984,easy
31,50,0.6172839506172839,3.4444444444444446,1.1653431646335017,2,5,3.4444444444444446,1.4229164972072998,2,6,3.4444444444444446,0.8314794192830981,2,5,0,0.691358024691358,3.1396669531564405,easy
56,25,0.30864197530864196,6.222222222222222,1.6178021976178931,4,9,6.222222222222222,1.4740554623801778,4,9,6.222222222222222,2.042752923427804,2,9,45,4.172839506172839,3.0830741894285696,hard
45,36,0.4444444444444444,5.0,1.4142135623730951,3,7,5.0,1.3333333333333333,3,7,5.0,1.247219128924647,4,7,16,1.5555555555555556,3.0118532105614517,medium
41,40,0.49382716049382713,4.555555555555555,1.0657403385139377,3,6,4.555555555555555,1.1653431646335017,3,7,4.555555555555555,1.5713484026367723,1,7,6,2.4691358024691357,3.131286772251354,medium
48,33,0.4074074074074074,5.333333333333333,0.9428090415820634,4,7,5.333333333333333,1.1547005383792515,3,7,5.333333333333333,0.816496580927726,4,6,17,0.6666666666666666,2.998158136469652,medium
51,30,0.37037037037037035,5.666666666666667,1.4142135623730951,3,8,5.666666666666667,1.414213562373095,3,8,5.666666666666667,2.160246899469287,3,9,34,4.666666666666667,3.089246428509158,medium
50,31,0.38271604938271603,5.555555555555555,1.4989708403591155,3,8,5.555555555555555,0.8314794192830981,4,7,5.555555555555555,1.2570787221094177,4,8,26,1.5802469135802468,2.8489987320371966,medium
34,47,0.5802469135802469,3.7777777777777777,1.314684396244359,2,6,3.7777777777777777,1.4740554623801778,1,6,3.7777777777777777,1.3966450099973926,1,5,1,1.950617283950617,3.1132044179711675,easy
59,22,0.2716049382716049,6.555555555555555,1.949992086087138,3,9,6.555555555555555,1.0657403385139377,5,8,6.555555555555555,0.9558139185602919,5,8,51,0.9135802469135802,3.079225801519103,hard
34,47,0.5802469135802469,3.7777777777777777,1.1331154474650633,2,6,3.7777777777777777,0.9162456945817024,2,5,3.7777777777777777,0.9162456945817024,2,5,0,0.8395061728395061,3.134065056084915,easy
60,21,0.25925925925925924,6.666666666666667,0.816496580927726,5,8,6.666666666666667,0.816496580927726,6,8,6.666666666666667,1.7638342073763937,3,9,57,3.111111111111111,2.8559049224696933,hard
51,30,0.37037037037037035,5.666666666666667,1.4142135623730951,3,8,5.666666666666667,1.3333333333333333,3,8,5.666666666666667,1.5634719199411433,3,8,31,2.4444444444444446,3.0695767463163937,medium
55,26,0.32098765432098764,6.111111111111111,1.6629588385661962,3,8,6.111111111111111,1.1967032904743342,4,8,6.111111111111111,0.9938079899999066,5,8,42,0.9876543209876544,3.089889603490046,hard
62,19,0.2345679012345679,6.888888888888889,1.1967032904743342,5,9,6.888888888888889,1.5234788000891208,4,9,6.888888888888889,1.3698697784375504,5,9,59,1.8765432098765435,3.036372249830224,hard
33,48,0.5925925925925926,3.6666666666666665,1.3333333333333333,1,6,3.6666666666666665,1.3333333333333333,2,6,3.6666666666666665,1.1547005383792515,2,6,1,1.3333333333333333,3.1021026696850376,easy
49,32,0.3950617283950617,5.444444444444445,0.8314794192830981,4,7,5.444444444444445,1.3425606637327303,3,7,5.444444444444445,1.3425606637327303,3,8,25,1.8024691358024691,3.078626767019874,medium
40,41,0.5061728395061729,4.444444444444445,1.4229164972072998,3,7,4.444444444444445,1.3425606637327303,3,7,4.444444444444445,0.6849348892187751,3,5,8,0.4691358024691357,3.062109713436261,easy
41,40,0.49382716049382713,4.555555555555555,1.8324913891634047,1,7,4.555555555555555,1.1653431646335017,3,6,4.555555555555555,0.9558139185602919,3,6,8,0.9135802469135802,3.0659573209491744,medium
64,17,0.20987654320987653,7.111111111111111,1.286204100310025,4,9,7.111111111111111,1.0999438818457405,6,9,7.111111111111111,0.7370277311900888,6,8,63,0.54320987654321,2.8221819586428727,hard
49,32,0.3950617283950617,5.444444444444445,1.5713484026367723,3,8,5.444444444444445,1.3425606637327303,3,7,5.444444444444445,0.9558139185602919,4,7,26,0.9135802469135802,3.0314462981346573,medium
53,28,0.345679012345679,5.888888888888889,0.9938079899999066,4,7,5.888888888888889,1.0999438818457405,5,8,5.888888888888889,1.5234788000891208,4,9,35,2.3209876543209873,3.097558387024489,hard
34,47,0.5802469135802469,3.7777777777777777,1.3966450099973928,1,5,3.7777777777777777,1.227262335243029,2,6,3.7777777777777777,1.3966450099973928,2,7,0,1.9506172839506175,3.118344309890022,easy
30,51,0.6296296296296297,3.3333333333333335,0.816496580927726,2,5,3.3333333333333335,1.632993161855452,1,6,3.3333333333333335,1.1547005383792515,2,5,0,1.333333333333333,3.100828472544618,easy
34,47,0.5802469135802469,3.7777777777777777,1.1331154474650633,2,6,3.7777777777777777,1.0304020550550783,2,5,3.7777777777777777,1.314684396244359,2,6,0,1.7283950617283952,3.132280948869886,easy
32,49,0.6049382716049383,3.5555555555555554,0.9558139185602919,2,5,3.5555555555555554,1.1653431646335017,2,6,3.5555555555555554,0.8314794192830981,2,5,0,0.691358024691358,3.106872418163745,easy
62,19,0.2345679012345679,6.888888888888889,1.0999438818457405,5,9,6.888888888888889,1.286204100310025,5,9,6.888888888888889,1.286204100310025,5,9,58,1.654320987654321,2.9053077763737467,hard
48,33,0.4074074074074074,5.333333333333333,1.1547005383792515,4,7,5.333333333333333,1.247219128924647,3,7,5.333333333333333,0.6666666666666666,4,6,21,0.4444444444444444,2.891801318156715,medium
32,49,0.6049382716049383,3.5555555555555554,1.2570787221094177,1,5,3.5555555555555554,1.0657403385139377,2,6,3.5555555555555554,1.4989708403591155,1,6,0,2.2469135802469133,3.153090020337019,easy
35,46,0.5679012345679012,3.888888888888889,0.9938079899999066,2,5,3.888888888888889,1.0999438818457405,2,6,3.888888888888889,1.523478800089121,2,6,0,2.3209876543209877,3.154694849302055,easy
56,25,0.30864197530864196,6.222222222222222,1.617802197617893,4,8,6.222222222222222,1.4740554623801778,4,9,6.222222222222222,0.6285393610547089,5,7,44,0.3950617283950617,2.8732696895151086,hard
47,34,0.41975308641975306,5.222222222222222,1.3966450099973928,3,7,5.222222222222222,0.7856742013183862,4,6,5.222222222222222,1.5475986974649023,2,7,16,2.395061728395062,3.0067255358325724,medium
38,43,0.5308641975308642,4.222222222222222,1.3966450099973926,2,6,4.222222222222222,1.4740554623801778,2,7,4.222222222222222,1.314684396244359,3,7,6,1.7283950617283952,3.1298678155345616,easy
38,43,0.5308641975308642,4.222222222222222,2.042752923427804,2,9,4.222222222222222,1.227262335243029,2,6,4.222222222222222,1.314684396244359,2,6,8,1.7283950617283952,3.082383071814412,easy
46,35,0.43209876543209874,5.111111111111111,1.1967032904743342,3,7,5.111111111111111,0.9938079899999066,3,6,5.111111111111111,1.0999438818457405,3,7,17,1.2098765432098766,3.039699362380188,medium
52,29,0.35802469135802467,5.777777777777778,0.9162456945817024,4,7,5.777777777777778,1.4740554623801776,3,8,5.777777777777778,1.227262335243029,4,8,33,1.5061728395061729,3.0431813232968588,medium
32,49,0.6049382716049383,3.5555555555555554,1.5713484026367723,0,5,3.5555555555555554,1.7069212773041351,1,6,3.5555555555555554,1.3425606637327303,2,6,0,1.8024691358024691,3.1180051227179866,easy
58,23,0.2839506172839506,6.444444444444445,1.1653431646335017,4,8,6.444444444444445,1.4229164972072998,4,9,6.444444444444445,0.9558139185602919,5,8,52,0.9135802469135802,2.9424955222917837,hard
32,49,0.6049382716049383,3.5555555555555554,0.8314794192830981,2,5,3.5555555555555554,1.7069212773041353,2,7,3.5555555555555554,1.4229164972072998,1,6,1,2.0246913580246915,3.1137845901563446,easy
40,41,0.5061728395061729,4.444444444444445,1.640535895581489,2,6,4.444444444444445,1.4989708403591155,2,7,4.444444444444445,0.9558139185602919,3,6,8,0.9135802469135802,3.129302091537809,easy
35,46,0.5679012345679012,3.888888888888889,0.9938079899999066,3,6,3.888888888888889,1.286204100310025,2,6,3.888888888888889,1.1967032904743342,2,5,1,1.432098765432099,3.1209640018174163,easy
64,17,0.20987654320987653,7.111111111111111,1.4487116456005886,5,9,7.111111111111111,0.7370277311900888,6,8,7.111111111111111,0.7370277311900888,6,8,62,0.54320987654321,2.851018723094229,hard
52,29,0.35802469135802467,5.777777777777778,1.1331154474650633,4,8,5.777777777777778,1.8121673811444545,3,9,5.777777777777778,0.41573970964154905,5,6,36,0.1728395061728395,3.124716770765834,medium
42,39,0.48148148148148145,4.666666666666667,1.5634719199411433,3,8,4.666666666666667,1.8257418583505538,1,7,4.666666666666667,1.3333333333333333,2,7,13,1.7777777777777777,2.9741466935438474,medium
47,34,0.41975308641975306,5.222222222222222,1.227262335243029,4,7,5.222222222222222,1.0304020550550783,4,7,5.222222222222222,0.7856742013183862,4,6,20,0.6172839506172839,2.9627913424995307,medium
49,32,0.3950617283950617,5.444444444444445,1.5713484026367723,4,9,5.444444444444445,1.2570787221094177,3,7,5.444444444444445,1.0657403385139377,3,7,24,1.1358024691358024,3.078626767019874,medium
60,21,0.25925925925925924,6.666666666666667,1.5634719199411433,4,9,6.666666666666667,0.9428090415820634,5,8,6.666666666666667,1.5634719199411433,4,8,54,2.4444444444444446,2.9697315665441306,hard
50,31,0.38271604938271603,5.555555555555555,1.7708197167232473,3,8,5.555555555555555,0.9558139185602919,4,7,5.555555555555555,1.2570787221094177,4,8,31,1.5802469135802468,3.0714696014642855,medium
32,49,0.6049382716049383,3.5555555555555554,1.3425606637327303,2,6,3.5555555555555554,1.2570787221094177,2,6,3.5555555555555554,0.6849348892187752,2,4,1,0.46913580246913583,3.1137845901563446,easy
50,31,0.38271604938271603,5.555555555555555,1.3425606637327303,3,7,5.555555555555555,1.4989708403591155,3,8,5.555555555555555,1.0657403385139377,4,8,27,1.1358024691358024,3.0629321012549178,medium
30,51,0.6296296296296297,3.3333333333333335,1.247219128924647,1,6,3.3333333333333335,1.247219128924647,1,5,3.3333333333333335,1.632993161855452,1,6,0,2.666666666666666,3.1392236886237077,easy
34,47,0.5802469135802469,3.7777777777777777,1.227262335243029,2,6,3.7777777777777777,1.547598697464902,1,6,3.7777777777777777,0.9162456945817024,3,5,1,0.8395061728395061,3.08108154553868,easy
44,37,0.4567901234567901,4.888888888888889,1.3698697784375504,3,7,4.888888888888889,0.9938079899999066,3,6,4.888888888888889,0.9938079899999066,4,7,15,0.9876543209876544,3.016603962662267,medium
57,24,0.2962962962962963,6.333333333333333,1.0540925533894596,5,8,6.333333333333333,1.7638342073763935,3,9,6.333333333333333,1.8257418583505536,4,9,46,3.333333333333334,3.0424812503605776,hard
47,34,0.41975308641975306,5.222222222222222,1.3966450099973926,2,7,5.222222222222222,1.0304020550550783,4,7,5.222222222222222,1.0304020550550783,4,7,19,1.0617283950617284,2.967167360304737,medium
38,43,0.5308641975308642,4.222222222222222,1.6850834320114558,1,7,4.222222222222222,1.3966450099973926,2,7,4.222222222222222,1.314684396244359,2,7,7,1.7283950617283952,3.1231121398263446,easy
61,20,0.24691358024691357,6.777777777777778,1.547598697464902,4,9,6.777777777777778,1.1331154474650633,4,8,6.777777777777778,2.298684540619689,2,9,57,5.283950617283951,3.046439344671015,hard
60,21,0.25925925925925924,6.666666666666667,1.247219128924647,5,9,6.666666666666667,0.9428090415820634,6,9,6.666666666666667,0.9428090415820634,5,8,56,0.8888888888888888,2.5840236870150894,hard
45,36,0.4444444444444444,5.0,1.632993161855452,2,8,5.0,1.0540925533894598,4,7,5.0,1.247219128924647,3,7,16,1.5555555555555556,3.1213526136130225,medium
36,45,0.5555555555555556,4.0,1.4907119849998598,2,7,4.0,1.3333333333333333,1,6,4.0,1.3333333333333333,1,6,4,1.7777777777777777,3.0924307991771514,easy
30,51,0.6296296296296297,3.3333333333333335,1.632993161855452,1,6,3.3333333333333335,0.816496580927726,2,4,3.3333333333333335,1.7638342073763937,0,7,0,3.1111111111111107,3.1496564136362464,easy
